pond_id,region,date,measurement_type,time,group,pond_type,staff_member,equipment,is_follow_up,dissolved_oxygen_mg_l,ph,ammonia_tan_mg_l,ammonia_nh3_mg_l,ammonia_tan_as_nh3_mg_l,turbidity_cm,temperature_c,water_color,tds_ppt,weather,is_in_range,parameters_out_of_range,corrective_action_requested,corrective_action_implemented,corrective_action_effective
pond_a79fbbe7,West Godavari,2021-12-28,Evening,16:47,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,10.2,8.21,,,,17.0,29.6,Light green,,,False,Turbidity,,,
pond_fde7b1e2,Nellore,2021-12-28,Evening,16:40,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,9.5,8.21,,,,21.0,27.4,Light green,,,True,,,,
pond_373669d6,Nellore,2021-12-28,Morning,07:15,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,2.1,7.53,,,,59.0,26.4,Light green,1.13,,False,"Dissolved Oxygen, Turbidity",Aeration for one day,False,
pond_fde7b1e2,Nellore,2021-12-28,Morning,06:55,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,2.5,7.82,,,,21.0,24.4,Dark green,0.51,,False,Dissolved Oxygen,Aeration for one day,False,
pond_8a45828a,West Godavari,2021-12-28,Morning,06:50,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,3.7,7.84,0.05,,,17.0,29.6,Light brown,2.035,,False,Turbidity,,,
pond_c2428871,West Godavari,2021-12-28,Morning,06:33,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,3.6,7.89,0.05,,,21.0,28.6,Light brown,1.902,,True,,,,
pond_a79fbbe7,West Godavari,2021-12-28,Morning,06:26,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,3.2,8.04,0.05,,,15.0,28.2,Light green,1.323,,False,Turbidity,,,
pond_da579dd5,Nellore,2021-12-27,Evening,16:45,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,7.7,8.05,,,,26.0,26.3,Dark green,,,False,Dissolved Oxygen,,,
pond_c0b647c8,Nellore,2021-12-27,Evening,16:36,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,8.3,7.71,,,,28.0,27.8,Dark green,,,True,,,,
pond_419f7325,Nellore,2021-12-27,Evening,16:30,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,8.2,8.04,,,,76.0,26.3,Light green,,,False,Turbidity,,,
pond_da579dd5,Nellore,2021-12-27,Morning,07:10,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,2.5,7.7,,,,26.0,25.2,Dark green,0.85,,False,Dissolved Oxygen,,,
pond_419f7325,Nellore,2021-12-27,Morning,06:55,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,3.3,7.54,,,,76.0,25.5,Light green,0.82,,False,Turbidity,,,
pond_a296fb36,West Godavari,2021-12-25,Evening,17:49,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.7,8.22,,,,,30.2,Light brown,,,True,,,,
pond_b37f4a76,West Godavari,2021-12-25,Evening,17:35,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,9.6,7.83,,,,,28.8,Light green,,,True,,,,
pond_a8a2b3a8,West Godavari,2021-12-25,Evening,17:20,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.5,8.34,,,,,28.2,Light green,,,True,,,,
pond_3f61267e,West Godavari,2021-12-25,Evening,16:58,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.6,7.94,,,,,29.6,Light brown,,,True,,,,
pond_54d85974,West Godavari,2021-12-25,Evening,16:46,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,9.3,7.87,,,,,28.0,Light brown,,,True,,,,
pond_a296fb36,West Godavari,2021-12-25,Morning,07:25,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,3.3,8.09,0.05,,,,29.2,Light brown,1.232,,True,,,,
pond_b37f4a76,West Godavari,2021-12-25,Morning,06:59,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,3.3,7.75,0.05,,,,28.2,Light green,0.921,,True,,,,
pond_a8a2b3a8,West Godavari,2021-12-25,Morning,06:51,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,3.7,8.25,0.05,,,,27.2,Light green,0.523,,True,,,,
pond_3f61267e,West Godavari,2021-12-25,Morning,06:32,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,3.2,7.7,0.05,,,,29.0,Light brown,1.263,,True,,,,
pond_54d85974,West Godavari,2021-12-25,Morning,06:20,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,4.0,7.82,0.05,,,,27.4,Light brown,0.693,,True,,,,
pond_f3ee5c50,West Godavari,2021-12-24,Evening,17:25,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.7,8.23,,,,18.0,26.6,Light brown,,,False,Turbidity,,,
pond_1c92418d,Nellore,2021-12-24,Evening,17:13,Ara v1 2 weekly,Control,Vivek,Taiwan,False,4.2,8.3,,,,,25.9,Dark green,,,False,Dissolved Oxygen,,,
pond_3238ce6b,West Godavari,2021-12-24,Evening,17:08,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.6,8.36,,,,21.0,28.5,Light brown,,,True,,,,
pond_43720001,Nellore,2021-12-24,Evening,17:07,Ara v1 2 weekly,Treatment,Vivek,Taiwan,False,12.5,8.17,,,,,27.5,Dark green,,,False,Dissolved Oxygen,,,
pond_2f7733e2,Nellore,2021-12-24,Evening,17:02,Ara v1 2 weekly,Treatment,Vivek,Taiwan,False,12.8,8.19,,,,,27.8,Light green,,,False,Dissolved Oxygen,,,
pond_7d346c89,West Godavari,2021-12-24,Evening,16:59,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.7,8.0,,,,19.0,28.3,Light brown,,,False,Turbidity,,,
pond_d10c6be5,West Godavari,2021-12-24,Evening,16:54,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.4,8.28,,,,18.0,29.2,Light brown,,,False,Turbidity,,,
pond_6c237175,West Godavari,2021-12-24,Evening,16:42,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,9.2,7.87,,,,17.0,28.9,Light brown,,,False,Turbidity,,,
pond_0630b31e,West Godavari,2021-12-24,Evening,16:37,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.6,8.22,,,,16.0,29.6,Light brown,,,False,Turbidity,,,
pond_2f7733e2,Nellore,2021-12-24,Morning,08:03,Ara v1 2 weekly,Treatment,Vivek,Taiwan,False,3.1,7.95,,,,40.0,23.4,Light green,0.64,,True,,,,
pond_43720001,Nellore,2021-12-24,Morning,08:00,Ara v1 2 weekly,Treatment,Vivek,Taiwan,False,3.2,7.94,0.0,,,39.0,24.8,Dark green,0.78,,True,,,,
pond_1c92418d,Nellore,2021-12-24,Morning,07:55,Ara v1 2 weekly,Control,Vivek,Taiwan,False,3.3,8.15,,,,37.0,25.1,Dark green,0.78,,True,,,,
pond_f3ee5c50,West Godavari,2021-12-24,Morning,07:24,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,3.5,8.1,0.05,,,20.0,26.5,Light brown,1.089,,True,,,,
pond_3238ce6b,West Godavari,2021-12-24,Morning,07:12,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,3.5,8.25,0.05,,,19.0,27.2,Light brown,0.312,,False,Turbidity,,,
pond_7d346c89,West Godavari,2021-12-24,Morning,06:47,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,3.9,7.86,0.05,,,17.0,27.1,Light brown,0.453,,False,Turbidity,,,
pond_d10c6be5,West Godavari,2021-12-24,Morning,06:34,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,4.2,8.25,0.05,,,16.0,28.3,Light brown,1.118,,False,Turbidity,,,
pond_6c237175,West Godavari,2021-12-24,Morning,06:27,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,3.9,7.78,0.05,,,15.0,27.5,Light brown,1.033,,False,Turbidity,,,
pond_0630b31e,West Godavari,2021-12-24,Morning,06:18,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,4.3,8.09,0.05,,,18.0,28.3,Light brown,1.068,,False,Turbidity,,,
pond_1c1e7d4b,Nellore,2021-12-23,Evening,16:56,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,8.6,8.29,,,,52.0,24.8,Light green,,,False,Turbidity,,,
pond_edb67ba0,Nellore,2021-12-23,Evening,16:43,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,10.3,8.34,,,,,28.2,Dark green,,,True,,,,
pond_bd0f4fd7,Nellore,2021-12-23,Evening,16:35,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,8.4,8.26,,,,,28.2,Light green,,,True,,,,
pond_95fa2b00,Nellore,2021-12-23,Evening,16:35,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,8.2,8.49,,,,,27.8,Dark green,,,True,,,,
pond_1c1e7d4b,Nellore,2021-12-23,Morning,07:19,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,4.6,7.78,0.0,,,52.0,26.0,Light green,0.49,,False,Turbidity,,,
pond_edb67ba0,Nellore,2021-12-23,Morning,07:11,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,4.1,7.72,0.0,,,33.0,25.8,Dark green,0.21,,True,,,,
pond_bd0f4fd7,Nellore,2021-12-23,Morning,06:59,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,3.2,7.53,0.0,,,34.0,25.6,Light green,0.42,,True,,,,
pond_95fa2b00,Nellore,2021-12-23,Morning,06:54,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,3.1,7.61,0.0,,,29.0,25.2,Dark green,0.26,,True,,,,
pond_90a9bb25,West Godavari,2021-12-22,Evening,18:10,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,11.0,8.5,,,,,26.3,Light brown,,,True,,,,
pond_b331fac4,West Godavari,2021-12-22,Evening,17:57,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,9.7,8.48,,,,,26.6,Light brown,,,True,,,,
pond_7fd480e0,West Godavari,2021-12-22,Evening,17:50,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.5,8.0,,,,,26.0,Light brown,,,True,,,,
pond_1d648007,Nellore,2021-12-22,Evening,17:38,Ara v1 2 weekly,Treatment,Chandu,Taiwan,True,9.3,8.46,,,,,28.3,Light green,,,True,,,,
pond_71014681,West Godavari,2021-12-22,Evening,17:11,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.0,8.41,,,,,27.4,Light brown,,,True,,,,
pond_5f9e292b,West Godavari,2021-12-22,Evening,16:50,Ara v1 2 weekly,Treatment,Nikhil,Hanna,True,8.5,7.9,,,,,27.4,Light brown,,Sunny,True,,,,
pond_90a9bb25,West Godavari,2021-12-22,Morning,08:21,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,4.5,8.49,0.05,,,,25.2,Light brown,2.426,,True,,,,
pond_b331fac4,West Godavari,2021-12-22,Morning,07:41,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,4.1,8.41,0.05,,,,25.6,Light brown,3.112,,True,,,,
pond_7fd480e0,West Godavari,2021-12-22,Morning,07:29,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,4.3,8.08,0.05,,,,23.4,Light brown,3.205,,True,,,,
pond_1d648007,Nellore,2021-12-22,Morning,07:24,Ara v1 2 weekly,Treatment,Chandu,Taiwan,True,3.9,8.34,,,,,26.0,Light green,0.98,,True,,,True,True
pond_71014681,West Godavari,2021-12-22,Morning,07:12,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,4.6,8.36,0.05,,,,25.1,Light brown,2.451,,True,,,,
pond_5f9e292b,West Godavari,2021-12-22,Morning,06:47,Ara v1 2 weekly,Treatment,Nikhil,Hanna,True,3.9,7.83,0.05,,,,26.2,Light brown,1.765,Sunny,True,,,True,True
pond_1d648007,Nellore,2021-12-21,Evening,17:26,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,8.0,8.85,,,,,26.8,Dark green,,,False,Ph,Jaggery,,
pond_5f9e292b,West Godavari,2021-12-21,Evening,17:23,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,6.8,7.93,,,,23.0,26.6,Light brown,,Sunny,False,Dissolved Oxygen,Water exchange (inflow & outflow),,
pond_891bf2fe,Nellore,2021-12-21,Evening,17:10,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,8.4,8.36,,,,,26.8,Dark green,,,True,,,,
pond_b17567d5,West Godavari,2021-12-21,Evening,17:10,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,10.7,8.41,,,,24.0,26.8,Light brown,,,True,,,,
pond_7127c135,West Godavari,2021-12-21,Evening,17:02,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,9.2,8.32,,,,28.0,25.8,Light brown,,,True,,,,
pond_0b18540f,West Godavari,2021-12-21,Evening,16:56,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,11.8,8.25,,,,18.0,26.8,Light brown,,,False,Turbidity,,,
pond_5f9e292b,West Godavari,2021-12-21,Morning,07:45,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,1.6,7.79,0.05,,,21.0,25.4,Light brown,1.746,,False,Dissolved Oxygen,Water exchange (inflow & outflow),,
pond_b17567d5,West Godavari,2021-12-21,Morning,07:25,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,4.6,8.14,0.0,,,20.0,25.3,Light brown,1.999,,True,,,,
pond_7127c135,West Godavari,2021-12-21,Morning,07:15,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,3.3,8.28,0.05,,,25.0,25.1,Light brown,2.644,,True,,,,
pond_0b18540f,West Godavari,2021-12-21,Morning,07:12,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,3.1,7.88,0.01,,,19.0,25.5,Light brown,3.39,,False,Turbidity,,,
pond_1d648007,Nellore,2021-12-21,Morning,07:05,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,5.7,8.59,0.0,,,32.0,27.8,Dark green,1.01,,False,"Dissolved Oxygen, Ph",Water exchange (inflow & outflow),True,False
pond_891bf2fe,Nellore,2021-12-21,Morning,06:40,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,3.3,8.41,0.0,,,41.0,25.8,Dark green,0.77,,True,,,,
pond_d01750af,Nellore,2021-12-20,Evening,16:43,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,9.3,8.28,,,,,26.8,Light green,,,True,,,,
pond_d01750af,Nellore,2021-12-20,Morning,07:20,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,4.9,7.92,0.0,,,33.0,25.5,Dark green,1.07,,True,,,,
pond_91c4302d,Nellore,2021-12-18,Evening,16:45,Ara v1 2 weekly,Control,Chandu,Taiwan,False,12.2,8.39,,,,,28.5,Dark green,,,False,Dissolved Oxygen,,,
pond_91c4302d,Nellore,2021-12-18,Morning,07:29,Ara v1 2 weekly,Control,Chandu,Taiwan,False,4.2,7.96,0.0,,,34.0,27.1,Dark green,1.13,,True,,,,
pond_c0b647c8,Nellore,2021-12-17,Evening,17:12,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,10.5,8.46,,,,,28.5,Light green,,,True,,,,
pond_a10e5445,Nellore,2021-12-17,Evening,16:56,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,12.1,8.42,,,,,28.4,Dark green,,,False,Dissolved Oxygen,,,
pond_3be25c81,Nellore,2021-12-17,Evening,16:40,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,11.9,8.44,,,,,28.8,Dark green,,,True,,,,
pond_c0b647c8,Nellore,2021-12-17,Morning,08:09,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,2.9,7.79,,,,27.0,26.0,Light green,0.89,,False,Dissolved Oxygen,,,
pond_a10e5445,Nellore,2021-12-17,Morning,07:33,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,1.5,7.75,,,,27.0,25.2,Light green,1.05,,False,Dissolved Oxygen,,,
pond_3be25c81,Nellore,2021-12-17,Morning,07:12,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,0.5,8.04,0.0,,,34.0,25.0,Light brown,0.93,,False,Dissolved Oxygen,,,
pond_c8cfdcb5,West Godavari,2021-12-13,Evening,17:33,Ara v1 2 weekly,Treatment,Nikhil,YSI Pro Quattro,False,8.8,8.2,,,,19.0,28.5,Light brown,,,False,Turbidity,,,
pond_7b5c9c53,West Godavari,2021-12-13,Evening,17:24,Ara v1 2 weekly,Treatment,Nikhil,YSI Pro Quattro,False,8.6,7.88,,,,23.0,28.1,Light brown,,,True,,,,
pond_3f61267e,West Godavari,2021-12-13,Evening,17:05,Ara v1 2 weekly,Treatment,Nikhil,YSI Pro Quattro,True,10.8,8.2,,,,18.0,29.1,Light brown,,,False,Turbidity,,,
pond_c8cfdcb5,West Godavari,2021-12-13,Morning,07:26,Ara v1 2 weekly,Treatment,Nikhil,YSI Pro Quattro,False,3.4,7.82,0.02,,,17.0,27.6,Light brown,0.857,,False,Turbidity,,,
pond_3f61267e,West Godavari,2021-12-13,Morning,06:45,Ara v1 2 weekly,Treatment,Nikhil,YSI Pro Quattro,True,3.1,7.53,0.03,,,16.0,28.0,Light brown,1.31,Sunny,False,Turbidity,,True,True
pond_7b5c9c53,West Godavari,2021-12-13,Morning,06:35,Ara v1 2 weekly,Treatment,Nikhil,YSI Pro Quattro,False,4.3,7.71,0.04,,,20.0,27.8,Light brown,0.653,,True,,,,
pond_8a45828a,West Godavari,2021-12-11,Evening,17:24,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.0,7.68,,,,19.0,29.4,Light brown,,,False,Turbidity,,,
pond_a79fbbe7,West Godavari,2021-12-11,Evening,17:12,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.8,8.29,,,,28.0,28.8,Light green,,,True,,,,
pond_c2428871,West Godavari,2021-12-11,Evening,17:10,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,9.0,7.71,,,,17.0,29.1,Light brown,,,False,Turbidity,,,
pond_8a45828a,West Godavari,2021-12-11,Morning,07:12,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,3.9,7.56,0.05,,,18.0,28.7,Light brown,2.588,,False,Turbidity,,,
pond_c2428871,West Godavari,2021-12-11,Morning,06:57,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,3.4,7.54,0.05,,,15.0,28.4,Light brown,1.799,,False,Turbidity,,,
pond_a79fbbe7,West Godavari,2021-12-11,Morning,06:42,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,4.6,8.21,0.05,,,24.0,27.3,Light green,1.721,,True,,,,
pond_a8a2b3a8,West Godavari,2021-12-10,Evening,17:37,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.3,8.31,,,,18.0,28.3,Light green,,,False,Turbidity,,,
pond_3f61267e,West Godavari,2021-12-10,Evening,17:17,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.0,8.01,,,,17.0,29.2,Light brown,,Sunny,False,Turbidity,Water exchange (inflow & outflow),,
pond_54d85974,West Godavari,2021-12-10,Evening,17:05,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.3,7.8,,,,17.0,29.3,Light brown,,,False,Turbidity,,,
pond_a296fb36,West Godavari,2021-12-10,Evening,16:46,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,9.1,7.93,,,,20.0,29.6,Light brown,,,True,,,,
pond_9af26ee3,Nellore,2021-12-10,Morning,07:49,Ara v1 2 weekly,Treatment,Vivek,Taiwan,False,1.2,5.52,,,,,27.1,Dark green,0.54,,False,"Dissolved Oxygen, Ph",,False,
pond_cf53cb6f,Nellore,2021-12-10,Morning,07:40,Ara v1 2 weekly,Treatment,Vivek,Taiwan,False,3.4,6.84,,,,,26.8,Light green,,,True,,,,
pond_3f61267e,West Godavari,2021-12-10,Morning,07:40,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,1.5,7.63,0.1,,,15.0,27.8,Light brown,1.873,,False,"Dissolved Oxygen, Turbidity",Requested during morning measurement,,
pond_a296fb36,West Godavari,2021-12-10,Morning,07:27,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,4.2,7.87,0.05,,,23.0,28.1,Light brown,1.369,,True,,,,
pond_54d85974,West Godavari,2021-12-10,Morning,07:12,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,3.6,7.81,0.05,,,18.0,28.4,Light brown,0.727,,False,Turbidity,,,
pond_5773604b,Nellore,2021-12-10,Morning,07:00,Ara v1 2 weekly,Treatment,Vivek,Taiwan,False,3.4,6.84,,,,,26.8,Light green,,,True,,,,
pond_b37f4a76,West Godavari,2021-12-10,Morning,06:48,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,3.1,7.79,0.05,,,15.0,27.2,Light green,0.594,,False,Turbidity,,,
pond_a8a2b3a8,West Godavari,2021-12-10,Morning,06:40,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,4.3,8.39,0.05,,,15.0,27.7,Light green,0.411,,False,Turbidity,,,
pond_da579dd5,Nellore,2021-12-09,Evening,17:20,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,5.5,7.26,,,,26.0,28.7,Dark green,,,False,Dissolved Oxygen,,,
pond_419f7325,Nellore,2021-12-09,Evening,17:10,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,6.3,7.23,,,,85.0,28.7,Light green,,,False,"Dissolved Oxygen, Turbidity",,,
pond_373669d6,Nellore,2021-12-09,Evening,16:50,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,6.6,7.27,,,,76.0,29.5,Light green,,,False,"Dissolved Oxygen, Turbidity",,,
pond_fde7b1e2,Nellore,2021-12-09,Evening,16:37,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,9.6,7.83,,,,25.0,29.5,Dark green,,,True,,,,
pond_373669d6,Nellore,2021-12-09,Morning,08:00,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,3.2,8.09,,,,76.0,28.3,Light green,0.96,,False,Turbidity,,,
pond_fde7b1e2,Nellore,2021-12-09,Morning,07:48,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,5.3,8.38,0.0,,,25.0,27.8,Dark green,0.49,,False,Dissolved Oxygen,,,
pond_da579dd5,Nellore,2021-12-09,Morning,07:35,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,1.4,7.98,0.0,,,26.0,27.7,Dark green,0.69,,False,Dissolved Oxygen,,,
pond_419f7325,Nellore,2021-12-09,Morning,07:25,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,3.1,8.04,0.0,,,85.0,27.9,Light green,0.69,,False,Turbidity,,,
pond_f3ee5c50,West Godavari,2021-12-07,Evening,17:35,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.7,8.19,,,,23.0,27.9,Light brown,,,True,,,,
pond_3238ce6b,West Godavari,2021-12-07,Evening,17:30,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.9,8.36,,,,23.0,28.8,Light brown,,,True,,,,
pond_7d346c89,West Godavari,2021-12-07,Evening,17:19,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,9.1,7.79,,,,19.0,29.3,Light brown,,,False,Turbidity,,,
pond_d10c6be5,West Godavari,2021-12-07,Evening,16:53,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.3,8.45,,,,17.0,29.2,Light brown,,,False,Turbidity,,,
pond_6c237175,West Godavari,2021-12-07,Evening,16:45,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.8,7.92,,,,15.0,29.0,Light brown,,,False,Turbidity,,,
pond_0630b31e,West Godavari,2021-12-07,Evening,16:37,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.7,8.25,,,,18.0,29.8,Light brown,,,False,Turbidity,,,
pond_f3ee5c50,West Godavari,2021-12-07,Morning,07:10,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,3.4,8.25,0.05,,,21.0,26.6,Light brown,0.925,,True,,,,
pond_3238ce6b,West Godavari,2021-12-07,Morning,07:01,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,3.7,8.48,0.05,,,19.0,28.2,Light brown,0.212,,False,Turbidity,,,
pond_7d346c89,West Godavari,2021-12-07,Morning,06:39,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,4.4,7.64,0.05,,,16.0,28.1,Light brown,0.326,,False,Turbidity,,,
pond_d10c6be5,West Godavari,2021-12-07,Morning,06:25,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,4.4,8.32,0.05,,,17.0,28.7,Light brown,1.312,,False,Turbidity,,,
pond_6c237175,West Godavari,2021-12-07,Morning,06:20,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,3.3,7.86,0.05,,,16.0,28.6,Light brown,1.268,,False,Turbidity,,,
pond_b331fac4,West Godavari,2021-12-06,Evening,17:38,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,11.0,7.96,,,,23.0,27.6,Light brown,,,True,,,,
pond_1d648007,Nellore,2021-12-06,Evening,17:30,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,7.6,8.88,,,,50.0,29.3,Dark green,,,False,"Dissolved Oxygen, Ph",Requested during morning measurement,,
pond_b842374c,Nellore,2021-12-06,Evening,17:25,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,6.2,8.3,,,,36.0,28.7,Dark green,,,False,Dissolved Oxygen,,,
pond_71014681,West Godavari,2021-12-06,Evening,17:19,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.5,8.3,,,,16.0,28.8,Light brown,,,False,Turbidity,,,
pond_891bf2fe,Nellore,2021-12-06,Evening,16:55,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,9.2,8.23,,,,29.0,29.5,Dark green,,,True,,,,
pond_90a9bb25,West Godavari,2021-12-06,Evening,16:54,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.9,8.25,,,,21.0,30.5,Light brown,,,True,,,,
pond_7fd480e0,West Godavari,2021-12-06,Evening,16:43,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,8.6,8.09,,,,19.0,28.8,Light brown,,,False,Turbidity,,,
pond_1d648007,Nellore,2021-12-06,Morning,07:43,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,5.4,8.34,,,,50.0,28.4,Dark green,0.85,,False,Dissolved Oxygen,"Water exchange (inflow & outflow), Aeration for one day",True,
pond_b331fac4,West Godavari,2021-12-06,Morning,07:42,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,4.0,7.95,0.05,,,23.0,26.8,Light brown,1.745,,True,,,,
pond_b842374c,Nellore,2021-12-06,Morning,07:30,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,1.8,7.63,0.0,,,36.0,28.0,Dark green,0.77,,False,Dissolved Oxygen,,,
pond_71014681,West Godavari,2021-12-06,Morning,07:23,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,3.8,8.18,0.05,,,16.0,27.1,Light brown,1.069,,False,Turbidity,,,
pond_90a9bb25,West Godavari,2021-12-06,Morning,06:57,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,4.8,8.15,0.05,,,21.0,29.3,Light brown,1.15,,True,,,,
pond_891bf2fe,Nellore,2021-12-06,Morning,06:54,Ara v1 2 weekly,Treatment,Chandu,Taiwan,False,2.1,7.85,0.0,,,29.0,28.0,Dark green,0.6,,False,Dissolved Oxygen,"Water exchange (inflow & outflow), Aeration for one day",False,
pond_7fd480e0,West Godavari,2021-12-06,Morning,06:35,Ara v1 2 weekly,Treatment,Nikhil,Hanna,False,5.0,7.99,0.05,,,28.0,28.8,Light brown,1.588,,True,,,,
