pond_id,region,event_date,event_type,logged_by,lifecycle_stage,species,species_ratio,target_weight_grams,average_weight_grams,intended_stocking_density_per_acre,actual_stocking_density_per_acre,fish_harvested_kg,fish_remaining_individuals,harvest_reason,pond_preparation_done
pond_1c1e7d4b,Nellore,2023-07-23,Harvest,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",,,833.0,,,5000,0,Planned harvest,
pond_c7407a79,West Godavari,2023-07-23,Stocking,Sai,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2700,,,,,
pond_da3b5851,Nellore,2023-07-20,Stocking,Chaitanya,,Roopchand,,,,2500,,,,,
pond_edb67ba0,Nellore,2023-07-19,Harvest,Chandu,,Roopchand,,,1000.0,,,3000,0,Planned harvest,
pond_b842374c,Nellore,2023-07-17,Partial harvest,Chandu,,Roopchand,,,1000.0,,,5000,2500,Planned harvest,
pond_863e7ed4,Nellore,2023-07-16,Harvest,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",,,933.0,,,7000,0,Planned harvest,
pond_5773604b,Nellore,2023-07-15,Harvest,Chandu,,Roopchand,,,833.0,,,5000,0,Planned harvest,
pond_18ce7935,Nellore,2023-07-15,Harvest,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",,,600.0,,,2400,0,,
pond_9719af6d,Nellore,2023-07-14,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,400.0,,3200.0,,,,
pond_4cef5872,Nellore,2023-07-12,Stocking,Chandu,,Roopchand,10,,40.0,3594,3594.0,,,,
pond_b11d4126,West Godavari,2023-07-10,Stocking,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,30.0,3226,3226.0,,,,False
pond_917e0459,West Godavari,2023-07-10,Harvest,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,1300.0,,,40000,0,Planned harvest,
pond_aabd8703,Nellore,2023-07-10,Harvest,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,950.0,,,9500,0,Planned harvest,
pond_1dbb9f8d,Nellore,2023-07-10,Stocking,Chandu,,Roopchand,,,,2500,,,,,
pond_1d648007,Nellore,2023-07-09,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",,,50.0,3000,3000.0,,,,
pond_9a0003fb,West Godavari,2023-07-04,Stocking,Nagaraju P.,,"Rohu (Labeo rohita), Catla (Catla catla)",,,450.0,3500,3500.0,,,,
pond_e71ae278,West Godavari,2023-07-04,Stocking,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,80.0,5000,5000.0,,,,
pond_a2125373,West Godavari,2023-07-01,Stocking,Sai,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,1765,,,,,
pond_c8cfdcb5,West Godavari,2023-06-30,Harvest,Jennifer Kirsch,,"Rohu (Labeo rohita), Catla (Catla catla)",1:1,,900.0,,,13000,0,Planned harvest,
pond_7b5c9c53,West Godavari,2023-06-18,Harvest,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",,,800.0,,,50000,0,Planned harvest,
pond_f569e116,Nellore,2023-06-17,Stocking,Chandu,,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",9:0.8:0.2,,30.0,3214,3214.0,,,,
pond_0b18540f,West Godavari,2023-06-16,Partial harvest,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",,,950.0,,,11000,25000,Planned harvest,
pond_2e1713ae,Nellore,2023-06-15,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Grass Carp (Ctenopharyngodon idella)",,,70.0,3000,3000.0,,,,
pond_4afa4e4f,West Godavari,2023-06-08,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,40.0,11025,11025.0,,,,False
pond_891bf2fe,Nellore,2023-06-05,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Grass Carp (Ctenopharyngodon idella)",9:0.8:0.2,,70.0,4286,4286.0,,,,
pond_7fd480e0,West Godavari,2023-06-03,Stocking,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,,3000,3076.0,,,,
pond_ee1be8cb,West Godavari,2023-06-02,Stocking,Nagaraju P.,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,2200,2200.0,,,,
pond_f18f1d57,Nellore,2023-06-02,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,400.0,3000,,,,,
pond_884b1189,West Godavari,2023-06-01,Partial stocking,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",,,400.0,1000,1000.0,,,,
pond_299152dc,Nellore,2023-06-01,Stocking,Chaitanya,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,,,3000.0,,,,
pond_f1f0953d,West Godavari,2023-06-01,Stocking,Sai,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,250.0,2131,2131.0,,,,
pond_ca25b296,West Godavari,2023-06-01,Stocking,Sai,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,2422,,,,,
pond_89aabef8,West Godavari,2023-06-01,Stocking,Sai,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,55000,,,,,
pond_b3126696,West Godavari,2023-06-01,Stocking,Sai,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,2000,,,,,
pond_4fc9a5af,Nellore,2023-06-01,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,60.0,,,,,,
pond_e71ae278,West Godavari,2023-05-31,Harvest,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",,,330.0,,,13500,,Planned harvest,
pond_ee1be8cb,West Godavari,2023-05-29,Harvest,Nagaraju P.,,,,,1200.0,,,147000,,Planned harvest,
pond_87edd7c9,West Godavari,2023-05-29,Stocking,Nagaraju P.,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,100.0,6283,6283.0,,,,False
pond_d01750af,Nellore,2023-05-28,Stocking,Chaitanya,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,2909.0,,,,
pond_9a0003fb,West Godavari,2023-05-23,Harvest,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",,,1400.0,,,80000,0,Planned harvest,
pond_7fd480e0,West Godavari,2023-05-22,Partial harvest,Nagaraju P.,,"Rohu (Labeo rohita), Catla (Catla catla)",,,350.0,,,18000,,Planned harvest,
pond_2e1713ae,Nellore,2023-05-21,Harvest,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",,,770.0,,,13000,0,Planned harvest,
pond_ba85724b,Nellore,2023-05-20,Stocking,Chandu,,Roopchand,,,,2000,,,,,
pond_1d648007,Nellore,2023-05-19,Harvest,Chaitanya,,,,,,,,,,Planned harvest,
pond_7e4b5572,Nellore,2023-05-19,Stocking,Chaitanya,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,40.0,3635,3635.0,,,,
pond_891bf2fe,Nellore,2023-05-18,Harvest,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",,,733.0,,,2200,0,Planned harvest,
pond_da9e5287,Nellore,2023-05-15,Harvest,Chaitanya,,,,,,,,,,Planned harvest,
pond_09e8bfb8,West Godavari,2023-05-12,Stocking,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,20.0,33333,33333.0,,,,
pond_09e8bfb8,West Godavari,2023-05-11,Harvest,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",,,155.0,,,12100,,Planned harvest,
pond_e78b9c9a,West Godavari,2023-05-11,Stocking,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,75.0,8966,8966.0,,,,
pond_5e81f369,West Godavari,2023-05-05,Stocking,Sai,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2000,,,,,
pond_e78b9c9a,West Godavari,2023-05-04,Harvest,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",,,545.0,,,36000,,Planned harvest,
pond_8dd26bbf,West Godavari,2023-05-04,Stocking,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,350.0,2400,2400.0,,,,
pond_299152dc,Nellore,2023-04-25,Harvest,Chaitanya,,,,,,,,,,Planned harvest,
pond_8dd26bbf,West Godavari,2023-04-24,Harvest,Nikhil,,,,,2000.0,,,157000,,Planned harvest,
pond_a10e5445,Nellore,2023-04-22,Harvest,Chaitanya,,,,,,,,,,Planned harvest,
pond_3be25c81,Nellore,2023-04-22,Harvest,Chaitanya,,,,,,,,,,Planned harvest,
pond_680c8104,West Godavari,2023-04-19,Partial harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,375.0,,,15000,,Planned harvest,
pond_87edd7c9,West Godavari,2023-04-15,Harvest,Nagaraju P.,,,,,250.0,,,25000,,Planned harvest,
pond_9719af6d,Nellore,2023-04-14,Harvest,Chaitanya,,,,,,,,,,Planned harvest,
pond_dc98e449,West Godavari,2023-04-14,Stocking,Sai,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,2714,,,,,
pond_a2a9984f,Nellore,2023-04-09,Harvest,Chaitanya,,,,,,,,,,Planned harvest,
pond_07ed9225,Nellore,2023-04-04,Stocking,Chandu,,Roopchand,,,1100.0,2666,,,,,
pond_d01750af,Nellore,2023-04-01,Harvest,Chandu,,,,,910.0,,,15500,,Planned harvest,
pond_8e6046b4,West Godavari,2023-03-31,Stocking,Nagaraju P.,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,300.0,2345,2345.0,,,,False
pond_680c8104,West Godavari,2023-03-27,Stocking,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",,,200.0,3000,3000.0,,,,
pond_7fd480e0,West Godavari,2023-03-25,Stocking,Nagaraju P.,,"Rohu (Labeo rohita), Catla (Catla catla)",,,200.0,2100,2100.0,,,,
pond_5f9e292b,West Godavari,2023-03-25,Stocking,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",,,250.0,2500,2500.0,,,,
pond_040f0594,West Godavari,2023-03-24,Stocking,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,250.0,2676,2676.0,,,,
pond_33221a45,West Godavari,2023-03-22,Stocking,Sai,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,2600,,,,,
pond_1c1e7d4b,Nellore,2023-03-18,Partial harvest,Chandu,,,,,1000.0,,,3000,,Planned harvest,
pond_20c3d3aa,West Godavari,2023-03-18,Partial harvest,Nagaraju P.,,,,,1400.0,,,6000,,Planned harvest,
pond_5f9e292b,West Godavari,2023-03-18,Harvest,Nikhil,,,,,1600.0,,,160000,,Planned harvest,
pond_7fc56232,Nellore,2023-03-15,Stocking,Chandu,,"Catla (Catla catla), Rohu (Labeo rohita)",,,850.0,3200,,,,,
pond_09f0cd92,Nellore,2023-03-15,Stocking,Chandu,,"Catla (Catla catla), Rohu (Labeo rohita)",,,850.0,3571,,,,,
pond_040f0594,West Godavari,2023-03-14,Harvest,Nikhil,,,,,1400.0,,,120000,,Planned harvest,
pond_91c4302d,Nellore,2023-03-14,Stocking,Nagaraju B.,,"Rohu (Labeo rohita), Catla (Catla catla)",,,100.0,,4545.0,,,,
pond_f2e849c5,Nellore,2023-03-11,Stocking,Nagaraju B.,,"Rohu (Labeo rohita), Catla (Catla catla), Pangasius",,,70.0,,3600.0,,,,
pond_bf58902e,Nellore,2023-03-11,Harvest,Chandu,,,,,833.0,,,10000,,Planned harvest,
pond_cf53cb6f,Nellore,2023-03-11,Stocking,Nagaraju B.,,"Rohu (Labeo rohita), Roopchand",,,50.0,,3000.0,,,,
pond_373669d6,Nellore,2023-03-05,Stocking,Chandu,Grow-out,"Catla (Catla catla), Grass Carp (Ctenopharyngodon idella), Whiteleg Shrimp (Litopenaeus vannamei)",9:1,,70.0,,440.0,,,,
pond_da579dd5,Nellore,2023-03-04,Stocking,Nagaraju B.,Grow-out,"Rohu (Labeo rohita), Roopchand",9:1,,50.0,,3462.0,,,,
pond_0b972252,Nellore,2023-03-02,Stocking,Nagaraju B.,,"Rohu (Labeo rohita), Catla (Catla catla)",,,100.0,3000,2272.0,,,,
pond_3f61267e,West Godavari,2023-03-02,Partial harvest,Nikhil,,,,,600.0,,,2000,,Planned harvest,
pond_0630b31e,West Godavari,2023-02-28,Stocking,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",,,80.0,5000,3000.0,,,,
pond_7e4b5572,Nellore,2023-02-25,Harvest,Chandu,,,,,675.0,,,4050,,Planned harvest,
pond_95fa2b00,Nellore,2023-02-25,Stocking,Nagaraju B.,,"Rohu (Labeo rohita), Whiteleg Shrimp (Litopenaeus vannamei)",,,40.0,,2300.0,,,,
pond_884b1189,West Godavari,2023-02-23,Harvest,Chaitanya,,,,,1000.0,,,40000,,Planned harvest,
pond_e71ae278,West Godavari,2023-02-21,Stocking,Nagaraju P.,,"Rohu (Labeo rohita), Catla (Catla catla)",,,80.0,5000,4444.0,,,,
pond_c8cfdcb5,West Godavari,2023-02-21,Stocking,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",,,400.0,2500,2500.0,,,,
pond_2868ff26,West Godavari,2023-02-20,Harvest,Nagaraju P.,,,,,250.0,,,15000,,Planned harvest,
pond_0630b31e,West Godavari,2023-02-20,Harvest,Nikhil,,,,,900.0,,,5000,,Planned harvest,
pond_e71ae278,West Godavari,2023-02-16,Harvest,Nagaraju P.,,,,,300.0,,,15000,,Planned harvest,
pond_2e0e9d1a,West Godavari,2023-02-08,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,300.0,2230,2230.0,,,,False
pond_03e8b599,West Godavari,2023-02-06,Partial stocking,Nikhil,,Roopchand,,,30.0,3500,3500.0,,,,
pond_8e6046b4,West Godavari,2023-02-06,Harvest,Nagaraju P.,,,,,1100.0,,,147000,,Planned harvest,
pond_2ec8980d,Nellore,2023-02-06,Stocking,Chandu,,"Rohu (Labeo rohita), Roopchand",,,350.0,3000,,,,,
pond_03e8b599,West Godavari,2023-02-04,Partial stocking,Nikhil,,Pangasius,,,50.0,,6000.0,,,,
pond_03e8b599,West Godavari,2023-02-01,Harvest,Nikhil,,,,,1000.0,,,17000,,Planned harvest,
pond_91c4302d,Nellore,2023-01-28,Harvest,Chandu,,,,,1250.0,,,25000,,Planned harvest,
pond_ec1ee982,Nellore,2023-01-28,Stocking,Nagaraju B.,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,50.0,3500,3000.0,,,,
pond_3238ce6b,West Godavari,2023-01-23,Stocking,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,100.0,4762,4762.0,,,,
pond_f3ee5c50,West Godavari,2023-01-23,Stocking,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla), Pangasius",9:1,,20.0,9285,9285.0,,,,
pond_9af26ee3,Nellore,2023-01-22,Stocking,Nagaraju B.,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,50.0,2500,2500.0,,,,
pond_fde7b1e2,Nellore,2023-01-20,Harvest,Nagaraju B.,,,,,570.0,,,3700,,Planned harvest,
pond_c8cfdcb5,West Godavari,2023-01-19,Harvest,Nikhil,,,,,1100.0,,,7000,,Planned harvest,
pond_f3ee5c50,West Godavari,2023-01-19,Harvest,Nikhil,,,,,400.0,,,2500,,Planned harvest,
pond_d1de1045,Nellore,2023-01-19,Stocking,Chaitanya,,Roopchand,10,,50.0,3750,3750.0,,,,
pond_cc764bfd,West Godavari,2023-01-17,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,59055,59055.0,,,,False
pond_cf53cb6f,Nellore,2023-01-17,Harvest,Nagaraju B.,,,,,600.0,,,7500,,Planned harvest,
pond_dda2c111,Nellore,2023-01-17,Stocking,Chandu,,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",,,,3375,,,,,
pond_0b972252,Nellore,2023-01-14,Harvest,Nagaraju B.,,,,,875.0,,,70000,,Planned harvest,
pond_19e0e052,Nellore,2023-01-13,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,40.0,,4500.0,,,,
pond_edb67ba0,Nellore,2023-01-08,Harvest,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,900.0,,,2700,0,Planned harvest,
pond_d452b0a2,West Godavari,2023-01-07,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,5000,,,,,
pond_0b18540f,West Godavari,2023-01-03,Stocking,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",,,300.0,2200,2187.0,,,,
pond_8a45828a,West Godavari,2023-01-02,Stocking,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,50.0,57692,57692.0,,,,
pond_299152dc,Nellore,2022-12-31,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,400.0,,2800.0,,,,
pond_0b18540f,West Godavari,2022-12-30,Harvest,Nagaraju P.,,,,,1100.0,,,37000,,Planned harvest,
pond_299152dc,Nellore,2022-12-29,Stocking,Nagaraju B.,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,450.0,,2800.0,,,,
pond_aae69640,Nellore,2022-12-27,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,3000,3000.0,,,,True
pond_1c1e7d4b,Nellore,2022-12-26,Stocking,Nagaraju B.,,Roopchand,,,40.0,,3000.0,,,,
pond_ec1ee982,Nellore,2022-12-26,Harvest,Nagaraju B.,,,,,824.0,,,3050,0,Planned harvest,
pond_299152dc,Nellore,2022-12-23,Harvest,Nagaraju B.,,,,,720.0,,,1800,0,Planned harvest,
pond_95fa2b00,Nellore,2022-12-23,Harvest,Nagaraju B.,,,,,532.0,,,1400,0,Planned harvest,
pond_8dd26bbf,West Godavari,2022-12-16,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2200,,,,,
pond_0b18540f,West Godavari,2022-12-15,Stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,150.0,1882,1882.0,,,,
pond_f2e849c5,Nellore,2022-12-15,Harvest,Chandu,,,,,925.0,,,18500,0,Planned harvest,
pond_25351efc,Nellore,2022-12-14,Harvest,Chandu,,,,,625.0,,,12500,0,Planned harvest,
pond_11799705,West Godavari,2022-12-14,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2000,,,,,
pond_ddf602a6,West Godavari,2022-11-24,Stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,40.0,7022,7022.0,,,,
pond_74fd6eb7,West Godavari,2022-11-22,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2100,,,,,
pond_1894f1b9,West Godavari,2022-11-16,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,5000,,,,,
pond_891bf2fe,Nellore,2022-11-14,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",,,50.0,,3000.0,,,,
pond_4389488f,West Godavari,2022-11-10,Stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,250.0,2000,2000.0,,,,
pond_ddf602a6,West Godavari,2022-11-10,Harvest,Maneesh,,,,,,,,18000,1000,Planned harvest,
pond_960111d3,West Godavari,2022-11-10,Stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,2000,2000.0,,,,
pond_960111d3,West Godavari,2022-11-09,Harvest,Maneesh,,,,,,,,58000,,Planned harvest,
pond_09b2c644,West Godavari,2022-11-09,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,5183,5183.0,,,,
pond_8e6046b4,West Godavari,2022-11-09,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2200,,,,,
pond_87edd7c9,West Godavari,2022-11-09,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,5500,,,,,
pond_ee1be8cb,West Godavari,2022-11-09,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2200,,,,,
pond_917e0459,West Godavari,2022-11-06,Stocking,Nagaraju P.,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,2000,2000.0,,,,
pond_b842374c,Nellore,2022-11-05,Harvest,Chandu,,,,,650.0,,,4500,0,Planned harvest,
pond_da579dd5,Nellore,2022-11-05,Harvest,Chandu,,,,,,,,,,Disease outbreak,
pond_19e0e052,Nellore,2022-11-05,Harvest,Chandu,,,,,1000.0,,,57000,0,Planned harvest,
pond_bd0f4fd7,Nellore,2022-11-03,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",,,50.0,,3000.0,,,,
pond_1bde2fe0,West Godavari,2022-11-02,Harvest,Maneesh,,,,,150.0,,,4250,,Planned harvest,
pond_4389488f,West Godavari,2022-11-01,Harvest,Maneesh,,,,,1200.0,,,72000,3000,Planned harvest,
pond_917e0459,West Godavari,2022-10-29,Harvest,Maneesh,,,,,,,,47000,,Planned harvest,
pond_373669d6,Nellore,2022-10-28,Harvest,Chandu,,,,,850.0,,,4450,0,Planned harvest,
pond_299152dc,Nellore,2022-10-28,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,500.0,,2300.0,,,,
pond_1d249330,Nellore,2022-10-23,Stocking,Nagaraju B.,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2666,,,,,
pond_1c1e7d4b,Nellore,2022-10-21,Harvest,Chandu,,,,,900.0,,,1800,0,Planned harvest,
pond_299152dc,Nellore,2022-10-20,Harvest,Chandu,,,,,750.0,,,1400,0,Disease outbreak,
pond_2e1713ae,Nellore,2022-10-20,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Whiteleg Shrimp (Litopenaeus vannamei), Pangasius",,,80.0,,2833.0,,,,
pond_4302964d,West Godavari,2022-10-19,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,5000,,,,,
pond_0c63298a,West Godavari,2022-10-18,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2200,,,,,
pond_c8879b29,West Godavari,2022-10-15,Stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,250.0,2200,2200.0,,,,
pond_ee1be8cb,West Godavari,2022-10-15,Harvest,Maneesh,,,,,,,,2000,0,Planned harvest,
pond_9a0003fb,West Godavari,2022-10-15,Stocking,Maneesh,,,,,250.0,2080,2080.0,,,,
pond_5773604b,Nellore,2022-10-14,Stocking,Nagaraju B.,,Roopchand,,,,,2000.0,,,,
pond_884b1189,West Godavari,2022-10-14,Stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,2000.0,2000,2000.0,,,,
pond_2f7733e2,Nellore,2022-10-13,Harvest,Nagaraju B.,,,,,,,,1800,0,Planned harvest,
pond_43720001,Nellore,2022-10-13,Harvest,Nagaraju B.,,,,,,,,1200,0,Planned harvest,
pond_7fd480e0,West Godavari,2022-10-13,Stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,2759,2759.0,,,,
pond_891bf2fe,Nellore,2022-10-12,Harvest,Nagaraju B.,,,,,,,,,,Planned harvest,
pond_20c3d3aa,West Godavari,2022-10-11,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,4500,,,,,
pond_eb2903bd,West Godavari,2022-10-11,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2200,,,,,
pond_9a0003fb,West Godavari,2022-10-10,Harvest,Maneesh,,,,,,,,60000,,Planned harvest,
pond_c8879b29,West Godavari,2022-10-10,Harvest,Maneesh,,,,,1500.0,,,60000,,Planned harvest,
pond_06a67c0e,West Godavari,2022-10-10,Harvest,Nagaraju P.,,,,,360.0,,,24000,,Planned harvest,
pond_aabd8703,Nellore,2022-10-09,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,,,2857.0,,,,
pond_1d648007,Nellore,2022-10-08,Stocking,Nagaraju B.,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,1650.0,,,,
pond_a8a2b3a8,West Godavari,2022-10-08,Stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,100.0,3571,3571.0,,,,
pond_e78b9c9a,West Godavari,2022-10-08,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,5000,,,,,
pond_5773604b,Nellore,2022-10-07,Harvest,Nagaraju B.,,,,,,,,5000,1000,Planned harvest,
pond_3be25c81,Nellore,2022-10-07,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Pangasius",,,,3500,2300.0,,,,
pond_a10e5445,Nellore,2022-10-07,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,3500,2250.0,,,,
pond_04e640c0,Nellore,2022-10-06,Harvest,Nagaraju B.,,,,,,,,1000,0,Planned harvest,
pond_aabd8703,Nellore,2022-10-02,Harvest,Chandu,,,,,,,,9200,0,Planned harvest,
pond_7fd480e0,West Godavari,2022-09-29,Partial harvest,Maneesh,,,,,,,,24000,16000,Planned harvest,
pond_a2a9984f,Nellore,2022-09-27,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,,,4625.0,,,,
pond_ec1ee982,Nellore,2022-09-25,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,,,3700.0,,,,
pond_c2428871,West Godavari,2022-09-23,Partial harvest,Maneesh,,,,,,,,4000,10000,Planned harvest,
pond_06a67c0e,West Godavari,2022-09-22,Harvest,Maneesh,,,,,,,,28000,0,Planned harvest,
pond_1d648007,Nellore,2022-09-20,Harvest,Nagaraju B.,,,,,,,,1770,0,Planned harvest,
pond_a2a9984f,Nellore,2022-09-19,Harvest,Chandu,,,,,,,,15000,0,Planned harvest,
pond_373669d6,Nellore,2022-09-17,Partial harvest,Chandu,,,,,,,,1700,6000,Planned harvest,
pond_8a45828a,West Godavari,2022-09-16,Stocking,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,700,700.0,,,,
pond_8a45828a,West Godavari,2022-09-16,Harvest,Maneesh,,,,,,,,140,,Planned harvest,
pond_884b1189,West Godavari,2022-09-13,Harvest,Maneesh,,,,,,,,38000,,Planned harvest,
pond_6c237175,West Godavari,2022-09-10,Stocking,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",,,5.0,13000,12500.0,,,,
pond_d10c6be5,West Godavari,2022-09-10,Stocking,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",,,5.0,13000,8333.0,,,,
pond_b17567d5,West Godavari,2022-09-10,Harvest,Maneesh,,,,,,,,27000,,Planned harvest,
pond_ec1ee982,Nellore,2022-09-10,Harvest,Chandu,,,,,,,,3500,0,Planned harvest,
pond_7127c135,West Godavari,2022-09-09,Harvest,Chaitanya,,,,,,,,14000,,Planned harvest,
pond_2868ff26,West Godavari,2022-09-09,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,5500,,,,,
pond_da063d58,West Godavari,2022-09-07,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,7000,,,,,
pond_e71ae278,West Godavari,2022-09-01,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,5555,,,,,
pond_2e1713ae,Nellore,2022-08-29,Harvest,Chandu,,,,,,,,16500,0,Planned harvest,
pond_302e375c,Nellore,2022-08-28,Harvest,Chandu,,,,,,,,3600,0,Planned harvest,
